{ad25a031-880b-4f88-ac12-82d6c52fbdea} event:/char/badeline/appear
{f1e2f6f3-29d9-4914-8296-4261a223d3ac} event:/music/lvl6/madeline_and_theo
{29904477-ac10-4b8d-8858-0ac06df88d02} event:/music/lvl6/main
{1841d8c6-d1af-4319-9926-9ed41e4a8d85} event:/music/lvl6/secret_room
{78fca5fd-8d0a-42d2-b5d8-3501cef99c85} event:/music/lvl6/starjump
{f351bdf5-087b-451d-92c6-1ac651117107} event:/music/lvl6/the_fall
{435249ff-4293-4369-8652-5d2f314551c5} event:/music/lvl7/final_ascent
{443b630c-e94c-4aba-ad10-4cc7468d49cb} event:/music/lvl7/main
{f335427a-7961-4e4e-b94c-58c2a4490182} event:/music/lvl8/main
{38e2f39c-382d-4136-86fd-e24520f3b71e} event:/music/lvl9/main
{4d5dc6c1-fd41-4e8d-bf91-84a15631055d} event:/music/menu/complete_area
{ac1cb91e-c5ed-42f9-82f9-847cc2c0df9e} event:/music/menu/complete_bside
{705df905-2639-470f-963f-408f30e23a2b} event:/music/menu/complete_summit
{f47636da-f583-418c-beb4-f4e0d3e80ec3} event:/music/menu/credits
{a8ac3582-9e94-40af-b76a-2ff51f076e6f} event:/music/menu/level_select
{889ddcf6-8d06-4106-9e73-f5d63f964717} event:/music/remix/01_forsaken_city
{1d8f0733-f7c7-4af1-947d-da16faaa673a} event:/music/remix/02_old_site
{ec2e5fa5-9f50-4fd7-bdc2-45474c4967a3} event:/music/remix/03_resort
{a0b49e74-eb0b-4519-bb38-987095b66578} event:/music/remix/04_cliffside
{8efb347e-e501-4bab-9349-7b6dbba66551} event:/music/remix/05_mirror_temple
{51acfb4c-c5b1-4bd7-af44-a0c2472327db} event:/music/remix/06_reflection
{16aaecdf-ca62-4273-9bff-7900f3d92a4b} event:/music/remix/07_summit
{10deb10e-5387-4e38-8ce5-aa83feaa5cf7} event:/music/remix/09_core
{a38a422d-553d-4a98-bd77-4fb94c9a40a8} event:/new_content/char/badeline/birdcrash_scene_float
{cad1c006-44ce-4a92-8c90-5996befaa8c4} event:/new_content/char/badeline/booster_finalfinal_part1
{db21d96e-f70a-4799-987e-574c9f68cc2d} event:/new_content/char/badeline/booster_finalfinal_part2
{5a554fe3-4398-4960-ab5e-70dc62685ded} event:/new_content/char/badeline/booster_first_appear
{4316d3ba-709e-4fc5-8e8c-0279daf4659e} event:/new_content/char/badeline/booster_relocate_slow
{fd06af1f-776a-4879-9100-91b14c48bb66} event:/new_content/char/badeline/maddy_join_quick
{bd5452ab-7b14-4571-bca2-21656793c2d6} event:/new_content/char/granny/cane_tap_ending
{1cc5e3b3-4078-4728-9405-a5ab3ac94759} event:/new_content/char/granny/dissipate
{b17c7077-e1c9-4ba8-8f49-4eec29d9f1ce} event:/new_content/char/madeline/bounce_boost
{eeab0167-3ebd-45b2-b701-7dc9f98959e0} event:/new_content/char/madeline/death_golden
{5534c1ec-5c0a-4589-a5c7-cbb3fcbfa160} event:/new_content/char/madeline/glider_drop
{e2c752dc-10dc-41e7-8709-95cbbcfe9104} event:/new_content/char/madeline/hiccup_ducking
{57531525-33bf-45a5-bf27-306814b95457} event:/new_content/char/madeline/hiccup_standing
{89dec006-6bd9-4491-b238-bfc13a072506} event:/new_content/char/madeline/screenentry_golden
{a260d3a1-20b3-44f1-9543-e8ec9bcccfe9} event:/new_content/char/madeline/screenentry_gran
{ff56e917-feba-4631-84eb-2718c65c1e58} event:/new_content/char/madeline/screenentry_gran_landing
{82b35daf-877f-401a-9b49-6a4bb9ff5bc3} event:/new_content/char/madeline/screenentry_lowgrav
{0653a7ee-59e5-4915-8695-dcba555607b5} event:/new_content/char/madeline/screenentry_stubborn
{e36926d3-b7b4-409f-904c-5d5d1131b55a} event:/new_content/char/tutorial_ghost/appear
{a41658fa-080f-4fde-9a63-d571b36237ed} event:/new_content/char/tutorial_ghost/dash_red_left
{2e4105eb-0489-4a3b-8466-b356d06a7f8c} event:/new_content/char/tutorial_ghost/dash_red_right
{14db73f4-6a9b-494a-b1b6-1e82763b508e} event:/new_content/char/tutorial_ghost/disappear
{052e57b9-276e-4eee-ab21-09a978ef3621} event:/new_content/char/tutorial_ghost/dreamblock_sequence
{97781d70-8798-43ce-b1b8-aec9039c3262} event:/new_content/char/tutorial_ghost/footstep
{6279ab0b-6594-4756-8495-4eefa78093a1} event:/new_content/char/tutorial_ghost/grab
{8490f47c-fa00-40cb-a2ff-2d94c2ac9292} event:/new_content/char/tutorial_ghost/handhold
{94bde26a-6355-4896-b674-d44adf70705d} event:/new_content/char/tutorial_ghost/jump
{0f15b7da-7808-4c29-8bb8-382c1ec6e407} event:/new_content/char/tutorial_ghost/jump_super
{5e86985d-5063-4a53-ad24-46896ff682a2} event:/new_content/char/tutorial_ghost/land
{03c328c7-8d1c-48c2-b2e6-d1d8225e4d89} event:/new_content/env/local/cafe_computer
{e88c096c-382f-4add-aa77-36653d4a0b14} event:/new_content/env/local/cafe_sign
{4525fa59-c11e-4863-843f-3783571b11cf} event:/new_content/env/local/kevinpc
{9cb8fd7f-f28f-4f21-8153-2d3c5830e0a1} event:/new_content/env/local/tutorial_static_left
{e0a3bd21-b245-4733-9fb5-69f2261b4ce5} event:/new_content/env/local/tutorial_static_right
{58a69c31-956e-42a2-a9a2-359e67921ffa} event:/new_content/env/10_electricity
{7c6562f4-68b1-484a-8e50-a935f1ab56f7} event:/new_content/env/10_endscene
{3f8d0871-07ac-49dd-b7c2-893043eaaf83} event:/new_content/env/10_grannyclouds
{fceb8b1e-7d92-400b-903f-406dade6162c} event:/new_content/env/10_rain
{f89e2eed-f3a6-46bf-9de1-9a3827ff79db} event:/new_content/env/10_rushingvoid
{589ad0f1-53f4-4567-b6a1-34c670afb80d} event:/new_content/env/10_space_underwater
{a351d4ea-7c48-43ce-a371-db4ee6f5ddc5} event:/new_content/env/10_voidspiral
{447f67ef-0777-4a7a-94e2-c00300316d10} event:/new_content/game/10_farewell/bird_camera_pan_up
{d3a1e63e-2265-4652-988f-3d07724ab466} event:/new_content/game/10_farewell/bird_crashscene_leave
{2bb2c164-719e-4ead-8dbd-f6943e93ec31} event:/new_content/game/10_farewell/bird_crashscene_recover
{a1745c53-2c9e-4545-bc28-275b56d913d8} event:/new_content/game/10_farewell/bird_crashscene_relocate
{61f52438-bee9-4393-ac9b-10a03ec220b9} event:/new_content/game/10_farewell/bird_crashscene_start
{712650d6-3edc-40f8-96e7-c4d70aabc7fb} event:/new_content/game/10_farewell/bird_crashscene_twitch_1
{59ecf2bc-ad5d-4055-ad4d-c477789353f9} event:/new_content/game/10_farewell/bird_crashscene_twitch_2
{84666200-9dc1-435c-86dc-c576f7fea100} event:/new_content/game/10_farewell/bird_crashscene_twitch_3
{ba4f0d7f-6781-437f-8f40-babd44ffd7e5} event:/new_content/game/10_farewell/bird_flappyscene
{613e3e96-0787-4e4c-b1b9-d5b85edb09f2} event:/new_content/game/10_farewell/bird_flappyscene_entry
{9aa30c86-bd74-4fe0-a746-6206a161dbda} event:/new_content/game/10_farewell/bird_fly_uptonext
{00c336f3-361c-455c-a735-88d322bb0a87} event:/new_content/game/10_farewell/bird_flyuproll
{9ba95702-66ae-441f-944e-c123175195ff} event:/new_content/game/10_farewell/bird_relocate
{ff882573-75c7-4aeb-86e2-73a946646308} event:/new_content/game/10_farewell/bird_startle
{f73f6ebb-c858-4a36-b59a-74c66ee1f901} event:/new_content/game/10_farewell/bird_throw
{ee413800-8752-4f0b-9a5d-3084e2473aa2} event:/new_content/game/10_farewell/bird_wingflap
{67ac36e7-71f0-4956-97b1-ac7ce0e1bd0a} event:/new_content/game/10_farewell/cafe_computer_off
{4be46c93-4868-4b41-ab86-cd5b4cb24ab4} event:/new_content/game/10_farewell/cafe_computer_on
{2760b17a-48e8-4008-8fdc-c5180c7e7516} event:/new_content/game/10_farewell/cafe_computer_on_old
{cb643135-d2a6-4999-b669-d2385a7cf546} event:/new_content/game/10_farewell/cafe_computer_startupsfx
{e50e05b1-7d84-42b4-9978-eaed3a3d9945} event:/new_content/game/10_farewell/endscene_attachment_click
{0d8902b7-105c-4f09-973b-28e701845084} event:/new_content/game/10_farewell/endscene_attachment_notify
{9492988e-612e-418d-a1a5-b416db84f087} event:/new_content/game/10_farewell/endscene_dial_theo
{87c24e15-dce0-40ae-a8b5-878e5a071dc6} event:/new_content/game/10_farewell/endscene_final_input
{0a35baac-0a14-4121-b6fe-8336c5ae6507} event:/new_content/game/10_farewell/endscene_photo_zoom
{8e4da22f-7a93-46b7-8e07-7255d3431e1b} event:/new_content/game/10_farewell/fakeheart_bounce
{a72e0e5c-5db0-4542-8a29-25d4d8e19a14} event:/new_content/game/10_farewell/fakeheart_get
{51f68531-d228-4786-b703-6a5f44e41cee} event:/new_content/game/10_farewell/fakeheart_pulse
{08327e1d-c840-4d1e-9733-0cf4a843f867} event:/new_content/game/10_farewell/fusebox_hit_1
{6b7fe1af-1dfd-40f1-89bc-b3e43f6eddcf} event:/new_content/game/10_farewell/fusebox_hit_2
{0a4ae8c6-5797-4d09-8636-106589eeeeae} event:/new_content/game/10_farewell/glider_emancipate
{59507330-6098-4229-9ad1-7c927ec01298} event:/new_content/game/10_farewell/glider_engage
{cd01863f-3e92-4952-9a97-9a529df26b53} event:/new_content/game/10_farewell/glider_land
{faf2332c-87fb-46d7-b108-99de35f7d683} event:/new_content/game/10_farewell/glider_movement
{0ef75714-36af-4845-bd24-72028d9c1efb} event:/new_content/game/10_farewell/glider_platform_dissipate
{d3bd0dd4-28a4-4217-ac40-a3b8c2531979} event:/new_content/game/10_farewell/glider_wallbounce_left
{de545f84-effc-4211-b6e5-ecffe93189db} event:/new_content/game/10_farewell/glider_wallbounce_right
{825153d7-05f3-44b4-834c-fa2248bab331} event:/new_content/game/10_farewell/glitch_long
{b26ebe07-7db5-40d0-9282-2d1449db8c5a} event:/new_content/game/10_farewell/glitch_medium
{42d600c5-32c3-4433-8a1e-be394b30bcde} event:/new_content/game/10_farewell/glitch_short
{6fc73c45-4446-4114-b002-6dfeb92769d7} event:/new_content/game/10_farewell/heart_door
{67466be6-2fc8-4d0e-992e-0c882a8adf9a} event:/new_content/game/10_farewell/key_unlock_1
{ce614f36-80cd-453a-8af8-3ba2c20c5a5a} event:/new_content/game/10_farewell/key_unlock_2
{e4d013b8-4cd3-4cab-aec7-829d00c6307a} event:/new_content/game/10_farewell/key_unlock_3
{324223a1-46c3-437e-9069-ed5059b47b95} event:/new_content/game/10_farewell/key_unlock_4
{65131955-b8d6-4254-9fe9-ce9965b0f8c9} event:/new_content/game/10_farewell/key_unlock_5
{d27aa340-38c2-46fe-9e45-83c4f6be9070} event:/new_content/game/10_farewell/lightning_strike
{9f711ad4-4561-47f1-ab99-938d1169b1ca} event:/new_content/game/10_farewell/locked_door_appear_1
{7a366698-8474-4be8-83ab-be004cb6a2a3} event:/new_content/game/10_farewell/locked_door_appear_2
{c2f181a5-e820-4e13-aa2d-ff902fab795a} event:/new_content/game/10_farewell/locked_door_appear_3
{a4f824f9-22e8-4589-a9b9-0db1ad747fa3} event:/new_content/game/10_farewell/locked_door_appear_4
{1c75f1cf-5825-42f1-b57f-5b5a5cefdedd} event:/new_content/game/10_farewell/locked_door_appear_5
{17a8ef3e-78e8-430c-9cf4-995a121ef1fe} event:/new_content/game/10_farewell/pico8_flag
{711fa1d2-88c6-4f74-a650-fe7011e736fa} event:/new_content/game/10_farewell/pinkdiamond_return
{8aeeda91-d53c-409e-9f6b-37f8724ca79a} event:/new_content/game/10_farewell/pinkdiamond_touch
{cabdd646-45f5-4dbd-9cd2-898a99a794c4} event:/new_content/game/10_farewell/ppt_cube_transition
{b8e2f523-8fd3-444c-99aa-b45e5910fcda} event:/new_content/game/10_farewell/ppt_dissolve_transition
{43420008-de4c-4d1c-8f4b-15c4871e4354} event:/new_content/game/10_farewell/ppt_doubleclick
{35472fac-2f05-4eb5-8281-d929b5ce41bb} event:/new_content/game/10_farewell/ppt_happy_wavedashing
{c0b225c7-09c9-4ab7-a093-706c35d87598} event:/new_content/game/10_farewell/ppt_impossible
{55899a39-fc05-43d3-8878-834a4a25b6d4} event:/new_content/game/10_farewell/ppt_its_easy
{5c9780f7-de2d-4811-813e-f89201d92e35} event:/new_content/game/10_farewell/ppt_mouseclick
{445a96f2-982e-49d4-895a-19889e614955} event:/new_content/game/10_farewell/ppt_spinning_transition
{33a10afa-41bd-4534-8222-17e7947e9517} event:/new_content/game/10_farewell/ppt_wavedash_whoosh
{82f68918-aab7-4a13-a58a-05a318a8c32c} event:/new_content/game/10_farewell/puffer_boop
{495bbb28-2513-4698-8d54-fa114ff6722d} event:/new_content/game/10_farewell/puffer_expand
{355e716c-e169-4114-a223-a4e3156d23cf} event:/new_content/game/10_farewell/puffer_reform
{6fc9a437-3cb1-4455-b2e1-421eb885177c} event:/new_content/game/10_farewell/puffer_return
{2f7381e9-7264-4df3-8cff-84cc46b2d3d9} event:/new_content/game/10_farewell/puffer_shrink
{7867f29b-8e33-4e2e-8d56-00cf9211cadd} event:/new_content/game/10_farewell/puffer_splode
{026c5b8c-d51e-42df-a9bd-ae7b1e84f7b2} event:/new_content/game/10_farewell/quake_onset
{28caabf1-2b9d-480e-bcc2-5947a2398087} event:/new_content/game/10_farewell/quake_rockbreak
{a948d002-6935-4b70-92bf-39b7e43c56e0} event:/new_content/game/10_farewell/strawberry_gold_detach
{b0f9d304-0ba2-4858-b514-7620a56dda0b} event:/new_content/game/10_farewell/zip_mover
{3f2d120c-8b3f-4adf-b110-42388e8c5674} event:/new_content/music/lvl10/cinematic/bird_crash_first
{92aa23ba-8ab2-4448-aae6-67acbe73582b} event:/new_content/music/lvl10/cinematic/bird_crash_second
{3482e653-439f-46cc-8cbd-02abf456b0e4} event:/new_content/music/lvl10/cinematic/end
{0aab6c8a-4133-4265-8bad-098df594150f} event:/new_content/music/lvl10/cinematic/end_intro
{c188c18a-cede-4cca-b9c1-455f89a13ca8} event:/new_content/music/lvl10/cassette_rooms
{427b4b7d-22a7-4295-9f47-931b594b4daa} event:/new_content/music/lvl10/final_run
{c76a681f-24c9-48b2-b9c7-ca8bca24902e} event:/new_content/music/lvl10/golden_room
{4d1d9d21-9e89-405f-844f-070ae9d6611e} event:/new_content/music/lvl10/granny_farewell
{e296f495-1041-400e-9c31-c59ef318e7b7} event:/new_content/music/lvl10/intermission_heartgroove
{c6c1c7be-a5a5-4654-8e6f-15aed6a96847} event:/new_content/music/lvl10/intermission_powerpoint
{f7e0cc43-4a57-49ee-a114-7d9d1e40b198} event:/new_content/music/lvl10/part01
{af7a6f63-887d-4508-b54e-ff4e4f296ae1} event:/new_content/music/lvl10/part02
{57cceb1a-e169-43f4-802c-d41992ec6926} event:/new_content/music/lvl10/part03
{8023c811-1142-42b8-8789-cbf1221c5c81} event:/new_content/music/lvl10/reconciliation
{2133d394-da16-49a5-82d2-59dfabecf762} event:/new_content/ui/postcard_variants_in
{f065adf0-963d-4d3e-a4fe-1538154936f7} event:/new_content/ui/postcard_variants_out
{4c875fde-bab4-4ddf-a32b-1a098a44e2a1} event:/new_content/ui/rename_entry_accept_locked
{b3639ef6-f73d-4ae0-a8c7-8edb94279868} event:/new_content/ui/skip_all
{7d16c138-146a-4337-97b7-777ec6146448} event:/new_content/timeline_bubble_to_remembered
{b5fd173e-9a58-4412-9be1-094108b82157} event:/state/cafe_computer_active
{d85a0635-cbcf-4ba3-8466-b6e24aa45894} event:/state/underwater
{c4d2289a-859e-42e9-ba38-eee1791a3a62} event:/ui/game/chatoptions_appear
{dd4cb027-0132-4039-9303-c9ad8589683e} event:/ui/game/chatoptions_roll_down
{1b030b2e-c125-40d5-b582-5819c6c29584} event:/ui/game/chatoptions_roll_up
{bc008f9e-76c5-42d5-b2f0-574cb7dacf6f} event:/ui/game/chatoptions_select
{632ed69e-ef16-4824-8aaf-8e01aad17cce} event:/ui/game/general_text_loop
{903b26bf-ad0c-40a2-b53f-f2a08b50ae4f} event:/ui/game/hotspot_main_in
{4684b7e3-ac7e-40c0-a242-822dbd84326e} event:/ui/game/hotspot_main_out
{07defb47-8579-4c47-9528-289e7a758553} event:/ui/game/hotspot_note_in
{3f531057-7752-4e5a-a782-82ad7428ac70} event:/ui/game/hotspot_note_out
{44a55198-a0bd-4e72-baba-5654142dccef} event:/ui/game/increment_dashcount
{ea92919d-46d8-411e-82f6-b36c79d96c72} event:/ui/game/increment_strawberry
{b086c73f-8ceb-4bea-b569-bdd561e32ccf} event:/ui/game/lookout_off
{defdc0d5-8ae6-47e4-8970-29f12a66fe66} event:/ui/game/lookout_on
{6e6a7734-f98c-45cf-930f-61c51f193827} event:/ui/game/memorial_dream_loop
{037333ef-5916-4131-a76c-77b8d31c21cd} event:/ui/game/memorial_dream_text_in
{c3ddcdec-04ff-43b0-8103-ba0f0841c550} event:/ui/game/memorial_dream_text_loop
{78a27ccb-8b29-41e9-aa60-20e4d193f41d} event:/ui/game/memorial_dream_text_out
{27c68b11-4893-406e-8a68-2c7cf6a7ae0d} event:/ui/game/memorial_text_in
{12f81211-c72f-44f7-951c-4884bea99668} event:/ui/game/memorial_text_loop
{812275c5-1e5a-4d69-98e1-f7892c4bb440} event:/ui/game/memorial_text_out
{c6311b80-2ae7-4155-80f1-d3e2713efaa3} event:/ui/game/pause
{7858a8e8-adf9-40a6-8e14-e337a6979e53} event:/ui/game/textadvance_madeline
{b26824d6-39fe-4d09-9d83-ebdcbb29ba6b} event:/ui/game/textadvance_other
{38079a52-37cc-421f-a9d1-2b0f0222e779} event:/ui/game/textbox_madeline_in
{8a79d85e-2889-4b7f-8d52-b46381392b8b} event:/ui/game/textbox_madeline_out
{651eff96-de48-4c77-b069-bd718be76cff} event:/ui/game/textbox_other_in
{3b6c0f9a-9399-4af4-8443-d1bf6544869a} event:/ui/game/textbox_other_out
{ca812d95-eb8b-4ebd-a04b-e424704c17f2} event:/ui/game/tutorial_note_flip_back
{0c739c5d-67d7-4d95-861d-cc0d64892a1d} event:/ui/game/tutorial_note_flip_front
{6096b41c-7b56-4839-ad53-deb9e5693246} event:/ui/game/unpause
{59883fc3-7f79-422e-927d-1c1374123356} event:/ui/main/assist_button_info
{dd53a3ab-bc60-4da3-996d-5fc6b83483dc} event:/ui/main/assist_button_no
{7c65f68d-623c-42f1-94bd-4e2d59199d32} event:/ui/main/assist_button_yes
{3fd21d57-8fb5-4107-8d03-2048428bc2fc} event:/ui/main/assist_info_whistle
{1c2d9b78-9172-44db-a205-15b3cd91191e} event:/ui/main/bside_intro_text
{fe9c58fa-d60a-4644-b34d-c0c4ebac2486} event:/ui/main/button_back
{a3b25ad0-f493-4fd1-a31f-40b07f739225} event:/ui/main/button_climb
{b6aad0d5-cc07-46f4-ab3a-3b3692a57678} event:/ui/main/button_invalid
{8a93c5a5-538c-49f6-9d07-988839862ba1} event:/ui/main/button_lowkey
{cf18e899-f774-47e2-b72c-5252231fd47c} event:/ui/main/button_select
{aceb1345-a4e8-4bc5-a872-bb421573f59c} event:/ui/main/button_toggle_off
{dcef4547-0df6-4b2c-9a70-3aa537982264} event:/ui/main/button_toggle_on
{c0e02b41-0977-4813-a592-a2a98242b153} event:/ui/main/message_confirm
{c46d3981-3581-4b29-b3f8-d64ab072709e} event:/ui/main/postcard_ch1_in
{ffcabe42-ca8e-4460-95cb-14e528caebd7} event:/ui/main/postcard_ch1_out
{1210af0a-7e91-40af-a33c-d3fd2601ae54} event:/ui/main/postcard_ch2_in
{ddf70f5d-bd79-46da-ab2e-35d8795aab78} event:/ui/main/postcard_ch2_out
{55dfbf00-cc82-4781-b0e3-4f83a8a3fdb1} event:/ui/main/postcard_ch3_in
{468d3c98-0643-43eb-aedc-4cd3775a745c} event:/ui/main/postcard_ch3_out
{4cc4fcce-dbbc-4ffa-946d-8823ae5b1c56} event:/ui/main/postcard_ch4_in
{9920201a-f44f-464c-ad36-26934ed4b557} event:/ui/main/postcard_ch4_out
{90a158fb-009e-4cc1-9e4b-ba1ca47c05d9} event:/ui/main/postcard_ch5_in
{ab60fd25-5612-425c-bcdd-3e57a6c612bf} event:/ui/main/postcard_ch5_out
{590d1629-f340-4c4e-aee7-310f78d2c441} event:/ui/main/postcard_ch6_in
{ae32b875-534a-43de-a8bf-59d802dfb98b} event:/ui/main/postcard_ch6_out
{753b8bdc-2b0a-443a-ae37-94f321d71932} event:/ui/main/postcard_csides_in
{c74741a2-3b04-4ae8-9953-bc2bb485d643} event:/ui/main/postcard_csides_out
{cffad095-d6a7-4c91-b263-74bec658f1d8} event:/ui/main/rename_entry_accept
{9e499f93-8f88-4450-ae82-54887bb5e3ba} event:/ui/main/rename_entry_backspace
{a71ecb95-b025-4b35-8a2c-fe0cd6f68e95} event:/ui/main/rename_entry_char
{d389ba5d-76cf-4634-a763-d60d23c07cb1} event:/ui/main/rename_entry_rollover
{44e7e56e-3d7c-48e4-a1ae-a01de2685a81} event:/ui/main/rename_entry_space
{fb6ae8ab-4c41-4d90-8d2b-61a45e0a33e8} event:/ui/main/rollover_down
{987ab0da-0575-4f22-a0bc-7dd7a3a60769} event:/ui/main/rollover_up
{ef525bd4-4d18-479c-b651-56cd3699e478} event:/ui/main/savefile_begin
{c649a587-9eb6-4ba6-bafc-de133aeea2c5} event:/ui/main/savefile_delete
{ac7e055f-0a4d-4862-9032-88a8cd9e8322} event:/ui/main/savefile_rename_start
{83577bfc-85e1-444f-8c60-97ad3f3092a5} event:/ui/main/savefile_rollover_down
{b99d10cb-deb7-4b29-978b-912f929a5872} event:/ui/main/savefile_rollover_first
{15e11635-109d-417e-8424-2821f91f8020} event:/ui/main/savefile_rollover_up
{6d72de1a-04fe-4be5-826b-5576002c277f} event:/ui/main/title_firstinput
{4c808f23-d04c-49eb-9195-a9e324b57add} event:/ui/main/whoosh_large_in
{918e9353-b7fb-4d65-9bab-7e21facb3231} event:/ui/main/whoosh_large_out
{0e6af11e-69f3-4a92-b762-7421c912c3d6} event:/ui/main/whoosh_list_in
{efa0d333-7ee5-46ce-b457-b99997659215} event:/ui/main/whoosh_list_out
{03c233f3-c314-4560-8d48-a237b0b41c4a} event:/ui/main/whoosh_savefile_in
{38993101-6a7d-4344-bb63-69face96fd3a} event:/ui/main/whoosh_savefile_out
{02c8ac12-1389-44b9-8db8-1df0bd5b09b6} event:/ui/postgame/crystal_heart
{131dc336-4229-44d3-873f-e435fb501faf} event:/ui/postgame/death_appear
{26999d37-f12e-4b55-b82e-c26c02fcb288} event:/ui/postgame/death_count
{1ebd2b11-e6c4-4cc8-bb94-523470bda7b6} event:/ui/postgame/death_final
{44a2d3fc-e727-4ed4-8907-535d11f81e3e} event:/ui/postgame/goldberry_count
{426469e9-5e87-46e9-8b9d-bc2ae055c7b7} event:/ui/postgame/strawberry_count
{628514bb-19b3-4498-b365-4434988a1478} event:/ui/postgame/strawberry_total
{de75e71a-61d2-4a5c-94fe-96d0127fab02} event:/ui/postgame/strawberry_total_all
{ff2a6fb9-87b0-4de2-bd85-2d477f338d7c} event:/ui/postgame/unlock_bside
{704b695d-3513-449d-88eb-e29fc7622990} event:/ui/postgame/unlock_newchapter
{7fc9d8e3-08e2-43b8-9a9c-74f51be9a206} event:/ui/postgame/unlock_newchapter_icon
{6388ebe4-7ccd-46ad-b60d-7a85d7e5aceb} event:/ui/world_map/chapter/back
{4a191f4f-da31-43ec-bf30-f8ff8de7feed} event:/ui/world_map/chapter/checkpoint_back
{8c12045b-63ea-4faf-845c-49f6671595c2} event:/ui/world_map/chapter/checkpoint_photo_add
{40c88bb1-a035-4e54-90e1-fc879d1bf42b} event:/ui/world_map/chapter/checkpoint_photo_remove
{b5eab944-3bb1-4537-81f8-36cc0768539c} event:/ui/world_map/chapter/checkpoint_start
{08853c84-022c-4432-b99f-8894748ea056} event:/ui/world_map/chapter/level_select
{2bc690b2-830d-4fee-9960-5e9c158a07c1} event:/ui/world_map/chapter/pane_contract
{811a5ad1-89a4-4e2f-b6ee-20665c9ebde9} event:/ui/world_map/chapter/pane_expand
{d947ef25-1335-4e74-9675-7f91beb1df80} event:/ui/world_map/chapter/tab_roll_left
{6f553704-eb86-4407-91b5-c6e9714f398c} event:/ui/world_map/chapter/tab_roll_right
{f6ac20d0-ea9e-4cee-a4aa-a8b30bf3d745} event:/ui/world_map/icon/assist_skip
{7009f879-18fe-4b01-b78d-f4ef5bc66cb2} event:/ui/world_map/icon/flip_left
{c1f648bf-d9b1-455c-a3dd-b92bcce571c6} event:/ui/world_map/icon/flip_right
{687c2393-d73e-4247-a97b-4f2c2ccce388} event:/ui/world_map/icon/roll_left
{14563914-60ff-43cc-bc2e-d5766cc30964} event:/ui/world_map/icon/roll_right
{939f9872-0a8e-4cac-bf5e-12df3729da5f} event:/ui/world_map/icon/select
{0623a8c0-4454-4c71-9804-ecb030c4eb50} event:/ui/world_map/journal/back
{bbc37507-2859-4dd7-bbe5-7e6209214e03} event:/ui/world_map/journal/heart_grab
{85f626c3-7607-416c-b0ae-ddd0ed804755} event:/ui/world_map/journal/heart_release
{4ed2243f-db33-4095-97fd-800825c5a26d} event:/ui/world_map/journal/heart_roll
{d76b642b-3a69-4960-bfe3-2146b1654e5c} event:/ui/world_map/journal/heart_shift_down
{789aa61b-6d4a-4f93-92f0-bcc17c4c46c6} event:/ui/world_map/journal/heart_shift_up
{481d0322-28da-4d44-977a-cc140ff7c609} event:/ui/world_map/journal/page_cover_back
{2e990fd4-2c29-4527-8968-e47ff4006e81} event:/ui/world_map/journal/page_cover_forward
{b8f82543-3aed-4e88-8256-7b7b1bfafa2f} event:/ui/world_map/journal/page_main_back
{8da57015-c10e-4ce5-8e6b-82af4b7e73b9} event:/ui/world_map/journal/page_main_forward
{8a991cbf-dda9-4121-b960-d8bd790f5daa} event:/ui/world_map/journal/select
{309df40a-ed6b-46cc-b6a0-b1ddf5814ac8} event:/ui/world_map/whoosh/1000ms_back
{06eddf29-f6ea-43c4-a5a5-5e06c1c5bb61} event:/ui/world_map/whoosh/1000ms_forward
{25e6e3fa-ff02-440e-ac63-c83c3ad1efaf} event:/ui/world_map/whoosh/400ms_back
{c3640c55-8e89-4437-84ce-e0a3c1770575} event:/ui/world_map/whoosh/400ms_forward
{362e549d-25f0-4a5b-9c83-796e9ed389db} event:/ui/world_map/whoosh/600ms_back
{a5fff838-6687-4506-b03f-e5b16bb6ae84} event:/ui/world_map/whoosh/600ms_forward
{6f54f0d1-61d4-442e-8bf7-4dfbf6870c07} event:/ui/world_map/whoosh/700ms_back
{ca8ffe65-72eb-4fb3-9c3d-27fef47bc3d1} event:/ui/world_map/whoosh/700ms_forward
{2dca99b6-dcf5-40e6-8cd1-c72f97d364cd} event:/ui/world_map/whoosh/900ms_back
{21a98c43-8e79-4b8a-8963-a269735f3989} event:/ui/world_map/whoosh/900ms_forward
{ea595d6d-cb07-4897-81cb-4830bf5823cb} event:/!!!_README_FIRST
{76e45b5e-624c-4637-8ed5-3c1caa5c7fe0} event:/3d_template
{e4b8f05a-3487-4561-bb6a-c20c29790b78} event:/boss_template
{3b5ed272-8e51-4490-8834-84263d1c9f15} event:/multi_template
{39d897e4-72be-4104-8dde-a44bab99d03d} event:/template
{c7aad72f-9796-42d3-980b-d093fd765716} bus:/
{aac396d1-a63f-418a-810a-5d5a59fb2c43} bus:/gameplay_sfx
{2677ced7-94e4-44e2-9f5a-74aaeda5ab63} bus:/gameplay_sfx/ambience
{69a539a8-37d8-4e24-979b-291077c574a9} bus:/gameplay_sfx/ambience/00_prologue
{ca9f4472-47c9-4528-b4a7-0367eef8b734} bus:/gameplay_sfx/ambience/01_forsaken_city
{9e955e67-8d57-413c-a8ff-a52760f97355} bus:/gameplay_sfx/ambience/02_old_site
{24502313-f693-41bd-8fbb-b570e73b730d} bus:/gameplay_sfx/ambience/03_resort
